sample	Extraction	Specimen	Species	Feature_name	OTU	abundance	run	barcode	database	Broad.group	Interpretation	Phylum	Class	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	R1	pR1	R2	pR2	R3	pR3	R4	pR4	R5	pR5	R6	pR6	R7	pR7	R8	pR8	R9	pR9	R10	pR10	R11	pR11	R12	pR12	R13	pR13	R14	pR14	R15	pR15	R16	pR16	R17	pR17	R18	pR18	R19	pR19	R20	pR20
190_Eren				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	45	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
190_Eren				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	36	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
191_Marr				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	2709	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
191_Marr				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	3112	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
191_Marr				c03d531fdfb4a5673501d31fd3ab2a83	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	41	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
191_Marr				cdf9fee210c1acfaa4d60ee3c47800e2	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	32	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
191_Marr				d12c79884f544502120bf8d959ed73ea	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	15	RUN2	261	SILVA138plus			Chrysophyceae												Eukaryota	92.06	SAR	92.06	Stramenopiles	92.06	Ochrophyta	92.06	Chrysophyceae	92.06	Hydrurus foetidus	18.41	Hydrurus foetidus	18.41																										
193_Reso				03b30b78814ca43999cab770d621cfb0	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	189	RUN2	261	SILVA138plus			Chrysophyceae												Eukaryota	92.07	SAR	92.07	Stramenopiles	92.07	Ochrophyta	92.07	Chrysophyceae	92.07	Hydrurus foetidus	18.41	Hydrurus foetidus	18.41																										
193_Reso				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1536	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
193_Reso				3b50fc64bb902861b82b0a84b83f5b0e	Eukaryota_Ciliophora_Intramacronucleata_Spirotrichea_Euplotia_Aspidisca	28	RUN2	261	SILVA138plus			Euplotia	Aspidisca											Eukaryota	91.79	Ciliophora	91.79	Intramacronucleata	91.79	Spirotrichea	91.79	Euplotia	91.79	Aspidisca	91.79	uncultured eukaryote	18.41																										
193_Reso				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1455	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
193_Reso				c03d531fdfb4a5673501d31fd3ab2a83	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	372	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
193_Reso				cdf9fee210c1acfaa4d60ee3c47800e2	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	386	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
193_Reso				d12c79884f544502120bf8d959ed73ea	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	186	RUN2	261	SILVA138plus			Chrysophyceae												Eukaryota	92.06	SAR	92.06	Stramenopiles	92.06	Ochrophyta	92.06	Chrysophyceae	92.06	Hydrurus foetidus	18.41	Hydrurus foetidus	18.41																										
193_Reso				f5e9ca9af006b6264004cf96199ac6e7	Eukaryota_Ciliophora_Intramacronucleata_Spirotrichea_Euplotia_Aspidisca	28	RUN2	261	SILVA138plus			Euplotia	Aspidisca											Eukaryota	91.98	Ciliophora	91.98	Intramacronucleata	91.98	Spirotrichea	91.98	Euplotia	91.98	Aspidisca	91.98	uncultured eukaryote	18.44																										
200_Fril				03b30b78814ca43999cab770d621cfb0	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	30	RUN2	261	SILVA138plus			Chrysophyceae												Eukaryota	92.07	SAR	92.07	Stramenopiles	92.07	Ochrophyta	92.07	Chrysophyceae	92.07	Hydrurus foetidus	18.41	Hydrurus foetidus	18.41																										
200_Fril				0bfad0cbb9323b10755f665860bce882	Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata_Homo sapiens	22	RUN2	261	SILVA138plus			Vertebrata	Gnathostomata	Homo sapiens										Eukaryota	92.09	Bilateria	92.09	Deuterostomia	92.09	Chordata	92.09	Vertebrata	92.09	Gnathostomata	92.09	Homo sapiens	73.67																										
200_Fril				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	458	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
200_Fril				3f1da4a10984e07bee29ae79e7f62039	Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata_Homo sapiens	27	RUN2	261	SILVA138plus			Vertebrata	Gnathostomata	Homo sapiens										Eukaryota	92.10	Bilateria	92.10	Deuterostomia	92.10	Chordata	92.10	Vertebrata	92.10	Gnathostomata	92.10	Homo sapiens	73.68																										
200_Fril				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	399	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
200_Fril				c03d531fdfb4a5673501d31fd3ab2a83	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	37	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
200_Fril				cdf9fee210c1acfaa4d60ee3c47800e2	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	26	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
201_Apol				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1531	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
201_Apol				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1206	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
202_Apol				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	552	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
202_Apol				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	469	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
204_Keph				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1492	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
204_Keph				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	904	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
205_Keph				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	2535	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
205_Keph				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	2156	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
206_Nano				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	669	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
206_Nano				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	687	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
207_Unde				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	259	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
207_Unde				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	237	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
208_Lily				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	758	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
208_Lily				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	851	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
209_Phys				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	346	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
209_Phys				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	295	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
210_Lych				04a123d6bb5910700df916b94b5a0f57	Eukaryota_Bilateria_Arthropoda_Malacostraca_Decapoda	993	RUN2	261	SILVA138plus			Decapoda												Eukaryota	92.04	Bilateria	92.04	Arthropoda	73.63	Malacostraca	73.63	Decapoda	73.63	Eusergestes	36.81	Eusergestes similis	36.81																										
210_Lych				506c726359c1809cdb67ca7cb0fff843	Eukaryota_Bilateria_Arthropoda_Malacostraca_Decapoda	877	RUN2	261	SILVA138plus			Decapoda												Eukaryota	92.07	Bilateria	92.07	Arthropoda	73.65	Malacostraca	73.65	Decapoda	73.65	Eusergestes	36.82	Eusergestes similis	36.82																										
210_Lych				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	13	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
210_Lych				c03d531fdfb4a5673501d31fd3ab2a83	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	108	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
210_Lych				cdf9fee210c1acfaa4d60ee3c47800e2	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	93	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	88.70	Bilateria	88.70	Protostomia	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Kiricephalus pattoni	17.74																										
211_Apol				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	2039	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
211_Apol				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	1781	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
212_Fril				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	81	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
213_Fors				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	87	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
214_Lych				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	45	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
215_Agal				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	447	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
215_Agal				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	417	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
216_Diph				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	44	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
216_Diph				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	623	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
217_Diph				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	732	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
217_Diph				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	734	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
218_Diph				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	450	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
218_Diph				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	594	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
219_Diph				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	721	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
219_Diph				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	864	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
220_Cord				0ef950a6c7d81cf83b6275bc883890a4	Eukaryota	6	RUN2	261	SILVA138plus															Eukaryota	88.76	Amorphea	16.47	Amoebozoa	16.47	Centrohelida	16.47	uncultured marine eukaryote	16.47		0	uncultured marine eukaryote	16.47																										
220_Cord				15018cb3d6372898e3fe803f83aefc85	Eukaryota_SAR_Stramenopiles_Bicosoecida	49	RUN2	261	SILVA138plus															Eukaryota	92.12	SAR	73.69	Stramenopiles	73.69	Bicosoecida	73.69	Cafeteria	55.27	uncultured eukaryote	36.84	uncultured eukaryote	36.84																										
220_Cord				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	6340	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
220_Cord				4e864c319719f2f94b13105de583d43e	Eukaryota_SAR_Ochrophyta_Ochromonadales_Paraphysomonas	12	RUN2	261	SILVA138plus			Paraphysomonas												Eukaryota	91.69	SAR	91.69	Ochrophyta	91.69	Ochromonadales	91.69	Paraphysomonas	91.69	Paraphysomonas hebes	18.41	Paraphysomonas hebes	18.41																										
220_Cord				744ca76cf329950948508c1e5aaf2952	Eukaryota_SAR_Stramenopiles_Ochrophyta	4	RUN2	261	SILVA138plus															Eukaryota	87.46	SAR	87.46	Stramenopiles	87.46	Ochrophyta	87.46	Diatomea	35.52	Actinoptychus	35.52	Actinoptychus undulatus	18.25																										
220_Cord				77baf0158d480ae24d20791149538f16	Eukaryota	37	RUN2	261	SILVA138plus															Eukaryota	86.72	Amorphea	17.48	Amoebozoa	17.48	Centrohelida	17.48	uncultured marine eukaryote	17.48		0	uncultured marine eukaryote	34.79																										
220_Cord				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	5264	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
220_Cord				d12c79884f544502120bf8d959ed73ea	Eukaryota_SAR_Stramenopiles_Ochrophyta_Chrysophyceae	23	RUN2	261	SILVA138plus			Chrysophyceae												Eukaryota	92.06	SAR	92.06	Stramenopiles	92.06	Ochrophyta	92.06	Chrysophyceae	92.06	Hydrurus foetidus	18.41	Hydrurus foetidus	18.41																										
220_Cord				e02b1b38896c65f9b4da9585dc1a17e4	Eukaryota_SAR_Stramenopiles_Ochrophyta_Mediophyceae	16	RUN2	261	SILVA138plus			Mediophyceae												Eukaryota	92.24	SAR	92.24	Stramenopiles	92.24	Ochrophyta	92.24	Mediophyceae	92.24	Skeletonema	36.87	uncultured marine eukaryote	36.87																										
220_Cord				f016edb4faad788e4e736767211fea07	Eukaryota_SAR_Rhizaria_Cercozoa_Ascetosporea	6	RUN2	261	SILVA138plus			Ascetosporea												Eukaryota	87.39	SAR	87.39	Rhizaria	87.39	Cercozoa	87.39	Ascetosporea	87.39	Urosporidium	35.14	Urosporidium parasite	17.66																										
220_Cord				f29c63e18baadfd498a44bade32386fe	Eukaryota	50	RUN2	261	SILVA138plus															Eukaryota	88.90	Ascomycota	18.07	Pezizomycotina	18.07	Sordariomycetes	18.07	metagenome	18.07		0	metagenome	18.07																										
221_Diph				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	3878	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
221_Diph				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	2749	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
221_Diph				d1f823d406cee464820b009efd2cfb5f	Eukaryota_Bilateria_Deuterostomia_Chordata_Tunicata_Thaliacea	14	RUN2	261	SILVA138plus			Tunicata	Thaliacea											Eukaryota	90.98	Bilateria	90.98	Deuterostomia	90.98	Chordata	90.98	Tunicata	90.98	Thaliacea	90.98	Iasis cylindrica	18.41																										
222_Gymn				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	991	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
222_Gymn				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	911	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
223_Cras				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	344	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
225_Nano				34b717e02c0b52a5fc00c8a1074492a2	Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea	23	RUN2	261	SILVA138plus			Arthropoda	Crustacea											Eukaryota	87.43	Bilateria	87.43	Protostomia	87.43	Ecdysozoa	87.43	Arthropoda	87.43	Crustacea	87.43	Thysanopoda monacantha	17.05																										
225_Nano				6a4499f709891ec1a8d0f5717f521432	Eukaryota_Bilateria	4	RUN2	261	SILVA138plus															Eukaryota	82.23	Bilateria	82.23	Arthropoda	32.89	Malacostraca	32.89	Euphausiacea	32.89	Euphausia	32.89	Euphausia pacifica	32.89																										
225_Nano				c5956a4825552f7107181251735c29cc	Eukaryota_Bilateria	457	RUN2	261	SILVA138plus															Eukaryota	91.81	Bilateria	91.81	Arthropoda	36.72	Malacostraca	36.72	Euphausiacea	36.72	Euphausia	36.72	Euphausia pacifica	36.72																										
225_Nano				dd845e2bd707861c84f00da5e8028ec2	Eukaryota_Bilateria	381	RUN2	261	SILVA138plus															Eukaryota	92.06	Bilateria	92.06	Arthropoda	36.82	Malacostraca	36.82	Euphausiacea	36.82	Euphausia	36.82	Euphausia pacifica	36.82																										
226_Desm				2166a11b34321de16bb320d92dfdb6a0	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	415	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
226_Desm				793f3b9e3a5ecf2de977d699e48a4a57	Eukaryota_Cnidaria_Hydrozoa_Hydroidolina	327	RUN2	261	SILVA138plus															Eukaryota	92.04	Cnidaria	92.04	Hydrozoa	92.04	Hydroidolina	92.04	Siphonophorae	55.22	uncultured marine eukaryote	36.81	uncultured marine eukaryote	36.81																										
